iter	Accuracy	Logloss
877	0.9994769874	0.01301738684
878	0.9994769874	0.01300135956
879	0.9994769874	0.01298767504
880	0.9994769874	0.012969788
881	0.9994769874	0.01295318646
882	0.9994769874	0.01292018216
883	0.9994769874	0.01289503358
884	0.9997384937	0.01287760121
885	0.9997384937	0.01286047459
886	0.9997384937	0.01279976185
887	0.9997384937	0.01278864615
888	0.9997384937	0.01277646496
889	0.9997384937	0.01276437903
890	0.9997384937	0.01273985198
891	0.9997384937	0.01272686344
892	0.9997384937	0.0127053906
893	0.9997384937	0.01268862973
894	0.9997384937	0.01267059881
895	0.9997384937	0.01263869655
896	0.9997384937	0.0126250554
897	0.9997384937	0.01260357561
898	0.9997384937	0.01259049441
899	0.9997384937	0.01257372558
900	0.9997384937	0.01255068808
901	0.9997384937	0.01252540432
902	0.9997384937	0.0125080066
903	0.9997384937	0.01249242002
904	0.9997384937	0.01248296836
905	0.9997384937	0.01244315998
906	0.9997384937	0.01241204526
907	0.9997384937	0.01239327522
908	0.9997384937	0.01237792588
909	0.9997384937	0.01233415756
910	0.9997384937	0.01230872654
911	0.9997384937	0.01228625359
912	0.9997384937	0.01226793124
913	0.9997384937	0.0122494308
914	0.9997384937	0.01224152109
915	0.9997384937	0.01223096453
916	0.9997384937	0.01221771929
917	0.9997384937	0.01220183727
918	0.9997384937	0.01218702359
919	0.9997384937	0.01216017477
920	0.9997384937	0.01214435623
921	0.9997384937	0.01214150623
922	0.9997384937	0.0121052106
923	0.9997384937	0.01209249387
924	0.9997384937	0.01206988535
925	0.9997384937	0.01204231214
926	0.9997384937	0.01203850832
927	0.9997384937	0.01201738425
928	0.9997384937	0.01200256164
929	0.9997384937	0.01198817651
930	0.9997384937	0.01197912305
931	0.9997384937	0.01196126165
932	0.9997384937	0.01193678522
933	0.9997384937	0.01190651322
934	0.9997384937	0.01189490663
935	0.9997384937	0.01187914856
936	0.9997384937	0.01186943201
937	0.9997384937	0.01185860776
938	0.9997384937	0.0118322433
939	0.9997384937	0.01181071366
940	0.9997384937	0.01180019742
941	0.9997384937	0.01177479864
942	0.9997384937	0.01175479476
943	0.9997384937	0.01174745145
944	0.9997384937	0.0117164539
945	0.9997384937	0.01169867575
946	0.9997384937	0.01168489305
947	0.9997384937	0.01166364134
948	0.9997384937	0.01163389299
949	0.9997384937	0.01162039816
950	0.9997384937	0.01160323773
951	0.9997384937	0.01159120824
952	0.9997384937	0.01157937016
953	0.9997384937	0.01156221191
954	0.9997384937	0.01153716877
955	0.9997384937	0.01151774721
956	0.9997384937	0.01150648751
957	0.9997384937	0.01148901975
958	0.9997384937	0.01147965239
959	0.9997384937	0.01146577953
960	0.9997384937	0.01145598551
961	0.9997384937	0.01142795277
962	0.9997384937	0.01141140288
963	0.9997384937	0.01138980749
964	0.9997384937	0.01136959238
965	0.9997384937	0.01135954717
966	0.9997384937	0.01133293203
967	1	0.01131922795
968	1	0.01131106843
969	1	0.01130009318
970	1	0.01128006519
971	1	0.01127016389
972	1	0.0112593866
973	1	0.01124010001
974	1	0.01123142759
975	1	0.01121215194
976	1	0.01120251447
977	1	0.0111753014
978	1	0.01116569482
979	1	0.0111550888
980	1	0.01114776453
981	1	0.01113553152
982	1	0.01110240573
983	1	0.01109476008
984	1	0.01108312911
985	1	0.01107212256
986	1	0.01106137531
987	1	0.01104056465
988	1	0.011023888
989	1	0.01100986682
990	1	0.01099115018
991	1	0.01096059973
992	1	0.0109491574
993	1	0.01093130657
994	1	0.01091864533
995	1	0.01090382931
996	1	0.01088846581
997	1	0.01087799621
998	1	0.01085391077
999	1	0.01083644113
